"STATION","NAME","DATE","PRCP"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2017-03-25","0.00"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2017-03-26","0.06"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2017-03-27","0.00"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2017-03-28","0.00"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2017-03-29","0.00"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2017-03-30","0.00"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2017-03-31","0.00"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2017-04-01","0.00"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2017-04-02","0.00"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2017-04-03","0.00"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2017-04-04","0.00"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2017-04-05","0.00"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2017-04-06","0.92"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2017-04-07","0.18"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2017-04-08","0.12"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2017-04-09","0.00"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2017-04-10","0.00"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2017-04-11","0.16"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2017-04-12","0.15"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2017-04-13","0.04"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2017-04-14","0.00"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2017-04-15","0.00"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2017-04-16","0.20"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2017-04-17","0.27"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2017-04-18","0.03"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2017-04-19","0.14"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2017-04-20","0.01"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2017-04-21","0.00"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2017-04-22","0.00"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2017-04-23","0.00"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2017-04-24","0.00"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2017-04-25","0.00"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2017-04-26","0.03"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2017-04-27","0.00"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2017-04-28","0.00"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2017-04-29","0.00"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2017-04-30","0.00"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2017-05-01","0.00"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2017-05-02","0.00"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2017-05-03","0.00"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2017-05-04","0.00"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2017-05-05","0.00"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2017-05-06","0.00"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2017-05-07","0.00"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2017-05-08","0.00"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2017-05-09","0.00"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2017-05-10","0.00"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2017-05-11","0.00"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2017-05-12","0.00"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2017-05-13","0.00"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2017-05-14","0.00"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2017-05-15","0.00"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2017-05-16","0.00"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2017-05-17","0.00"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2017-05-18","0.00"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2017-05-19","0.00"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2017-05-20","0.00"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2017-05-21","0.00"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2017-05-22","0.00"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2017-05-23","0.00"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2017-05-24","0.00"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2017-05-25","0.00"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2017-05-26","0.00"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2017-05-27","0.00"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2017-05-28","0.00"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2017-05-29","0.00"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2017-05-30","0.00"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2017-05-31","0.00"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2017-06-01","0.00"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2017-06-02","0.00"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2017-06-03","0.00"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2017-06-04","0.00"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2017-06-05","0.00"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2017-06-06","0.00"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2017-06-07","0.00"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2017-06-08","0.10"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2017-06-09","0.00"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2017-06-10","0.00"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2017-06-11","0.00"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2017-06-12","0.00"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2017-06-13","0.00"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2017-06-14","0.00"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2017-06-15","0.00"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2017-06-16","0.00"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2017-06-17","0.00"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2017-06-18","0.00"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2017-06-19","0.00"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2017-06-20","0.00"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2017-06-21","0.00"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2017-06-22","0.00"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2017-06-23","0.00"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2017-06-24","0.00"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2017-06-25","0.00"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2017-06-26","0.00"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2017-06-27","0.00"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2017-06-28","0.00"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2017-06-29","0.00"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2017-06-30","0.00"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2017-07-01","0.00"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2017-07-02","0.00"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2017-07-03","0.00"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2017-07-04","0.00"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2017-07-05","0.00"
